"","player_name","nameFirst","nameLast","season","pass_defended","total_intercept","total_fumble_forced","total_assist_tackle","total_sack","total_solo_tackle","position","posteam","posteam_type","defteam","total_pos_time_in_minutes_per_game"
"80532","B.Wilson","Brandon","Wilson",2018,NA,NA,NA,NA,NA,1,"DB","ATL","home","CIN",29.6547101449275
"80602","B.Wilson","Brandon","Wilson",2018,NA,NA,NA,NA,NA,1,"DB","TB","home","NO",29.1202898550725
"80616","C.Armstrong","Cornell","Armstrong",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"80628","C.Brantley","Caleb","Brantley",2017,NA,NA,NA,NA,1,2,"DT","CIN","away","CLE",29.7640692640693
"80642","C.Brantley","Caleb","Brantley",2017,NA,NA,NA,NA,NA,2,"DT","TEN","away","CLE",33.8625925925926
"80686","C.Glenn","Cameron","Glenn",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"80718","C.Lawrence","Cameron","Lawrence",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"80725","C.Lawson","Carl","Lawson",2017,NA,NA,NA,NA,0,NA,"DE","CLE","home","CIN",32.759496124031
"80739","C.Malveaux","Cameron","Malveaux",2018,NA,NA,NA,2,NA,NA,"DE","ATL","home","ARI",28.2874509803922
"80812","C.Sullivan","Chandon","Sullivan",2018,NA,NA,NA,1,NA,3,"DB","NO","home","PHI",28.4755555555556
"80872","C.Thompson","Chaun","Thompson",2017,NA,NA,NA,NA,NA,1,"LB","HOU","home","IND",31.6212962962963
"80938","C.Thompson","Chris","Thompson",2017,NA,NA,NA,1,NA,1,"DB","SF","away","LA",27.7270562770563
"80942","C.Thompson","Carlos","Thompson",2017,NA,NA,NA,1,NA,1,"LB","SF","away","LA",27.7270562770563
"80994","C.Ward","Charvarius","Ward",2018,NA,NA,NA,NA,NA,2,"DB","ARI","away","KC",33.2672222222222
"81033","C.Ward","Channing","Ward",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"81082","D.Batten","Danny","Batten",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"81180","D.Downs","Devante","Downs",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"81236","D.McClover","Darrell","McClover",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"81258","D.Parry","David","Parry",2017,NA,NA,NA,2,0,2,"DT","JAX","away","IND",28.939367816092
"81260","D.Pender","David","Pender",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"81286","D.Senat","Deadrin","Senat",2018,NA,NA,NA,NA,NA,1,"DT","WAS","home","ATL",32.1758620689655
"81313","D.Smoot","Dawuane","Smoot",2017,NA,NA,NA,NA,0,NA,"DE","LAC","away","JAX",33.4925093632959
"81330","D.Turner","Dion","Turner",2018,NA,NA,NA,NA,NA,1,"DB","PIT","home","BAL",27.7725738396624
"81358","D.Walker","Daylan","Walker",2018,NA,NA,NA,1,NA,NA,"DB","ARI","home","DEN",27.3315891472868
"81370","D.Walker","Darwin","Walker",2017,NA,NA,NA,NA,0,NA,"DT","BUF","home","DEN",32.5950757575758
"81397","D.Walker","DeMarcus","Walker",2018,NA,NA,NA,1,1,2,"DE","HOU","away","DEN",27.8682926829268
"81412","D.Walker","Daryell","Walker",2017,NA,NA,NA,NA,1,3,"DT","KC","away","DEN",33.5684981684982
"81425","D.Walker","Derek","Walker",2017,NA,NA,NA,1,NA,NA,"DE","LAC","home","DEN",32.2094650205761
"81439","D.Walker","Demetrios","Walker",2017,NA,NA,NA,NA,NA,1,"DE","MIA","home","DEN",29.4297752808989
"81449","D.Walker","D'Andre","Walker",2017,NA,NA,NA,NA,NA,1,"OLB","MIA","home","DEN",29.4297752808989
"81547","D.Walker","Devan","Walker",2017,NA,NA,NA,NA,NA,1,"OLB","TEN","home","BAL",29.3914215686275
"81602","E.Ankou","Eli","Ankou",2017,NA,NA,NA,NA,NA,1,"DL","HOU","home","JAX",32.5561403508772
"81622","E.Goldman","Eddie","Goldman",2017,NA,NA,NA,NA,NA,6,"DT","BAL","home","CHI",34.5885964912281
"81636","E.Goldman","Eddie","Goldman",2018,NA,NA,NA,NA,NA,2,"DT","NE","away","CHI",32.2427450980392
"81706","E.Vanderdoes","Eddie","Vanderdoes",2017,NA,NA,NA,1,NA,NA,"DT","KC","away","OAK",29.1324786324786
"81804","G.Stewart","Grover","Stewart",2018,NA,NA,NA,NA,NA,1,"DT","OAK","home","IND",33.0698529411765
"81818","H.Phillips","Harrison","Phillips",2018,NA,NA,NA,NA,NA,4,"DT","BAL","home","BUF",27.7869636963696
"81838","J.Alston","Jon","Alston",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"81848","J.Bell","Josh","Bell",2017,NA,NA,NA,NA,NA,1,"DB","GB","away","DET",32.4435483870968
"81992","J.Grace","Jermaine","Grace",2017,NA,NA,NA,NA,NA,1,"LB","JAX","home","IND",29.7286008230453
"82048","J.Harris","Jerrell","Harris",2017,NA,NA,NA,1,NA,NA,"LB","ATL","away","CHI",29.6623287671233
"82055","J.Harris","Jonathan","Harris",2017,NA,NA,NA,1,NA,NA,"DE","ATL","away","CHI",29.6623287671233
"82090","J.Harris","Jerrell","Harris",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82097","J.Harris","Jonathan","Harris",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"82118","J.Holland","Jeff","Holland",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82125","J.Holmes","Jalyn","Holmes",2018,NA,NA,NA,NA,1,1,"DE","NYJ","home","MIN",33.3912087912088
"82164","J.Jansen","J.J.","Jansen",2017,NA,NA,NA,NA,NA,1,"LS","CAR","home","MIN",33.1718390804598
"82174","J.Keyes","Josh","Keyes",2018,NA,NA,NA,NA,NA,1,"LB","HOU","away","DEN",27.8682926829268
"82195","J.Ledbetter","Jeremiah","Ledbetter",2017,NA,NA,NA,NA,NA,1,"DE","ATL","away","DET",30.0051282051282
"82209","J.Ledbetter","Jeremiah","Ledbetter",2017,NA,NA,NA,NA,NA,1,"DE","TB","home","DET",31.3224206349206
"82286","J.Ross","James","Ross",2018,NA,NA,NA,NA,NA,2,"LB","CIN","away","CAR",29.4735416666667
"82300","J.Schaffer","J.K.","Schaffer",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82363","J.Valoaga","Jeremiah","Valoaga",2017,NA,NA,NA,1,0,NA,"DE","NYG","home","DET",33.7957142857143
"82443","K.Brothers","Kentrell","Brothers",2017,NA,NA,NA,NA,NA,1,"OLB","BAL","away","MIN",33.0335185185185
"82514","K.Nelson","Kyle","Nelson",2017,NA,NA,NA,NA,NA,1,"LS","SF","home","ARI",31.1449275362319
"82520","K.Pearson","Kalvin","Pearson",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"82566","L.Jacobs","Leon","Jacobs",2018,NA,NA,NA,NA,NA,2,"LB","IND","home","JAX",28.5549783549784
"82580","L.Jacobs","Leon","Jacobs",2018,NA,NA,NA,NA,NA,2,"LB","TEN","home","JAX",30.6684444444444
"82601","L.Neal","Lewis","Neal",2017,NA,NA,NA,1,NA,NA,"DE","WAS","away","DAL",30.1262820512821
"82616","L.Ogunjobi","Larry","Ogunjobi",2017,NA,NA,NA,NA,NA,1,"DT","GB","away","CLE",33.5146953405018
"82630","L.Ogunjobi","Larry","Ogunjobi",2018,NA,NA,NA,NA,NA,2,"DT","PIT","home","CLE",33.2801418439716
"82632","L.Pitts","Lafayette","Pitts",2018,NA,NA,NA,NA,NA,1,"DB","BAL","home","BUF",27.7869636963696
"82650","L.Rhodes","Luke","Rhodes",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82657","L.Sidbury","Lawrence","Sidbury",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"82700","M.Dickerson","Matt","Dickerson",2018,NA,NA,NA,1,NA,NA,"DT","BAL","away","TEN",30.5311594202899
"82730","M.Hall","Michael","Hall",2018,NA,NA,NA,1,NA,NA,"DB","NO","away","ATL",34.1938095238095
"82751","M.Haynes","Marquis","Haynes",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"82762","M.Jefferson","Malik","Jefferson",2018,NA,NA,NA,1,NA,NA,"LB","PIT","away","CIN",31.5886446886447
"82818","M.King","Matt","King",2017,NA,NA,NA,NA,NA,1,"LB","OAK","away","DEN",31.7176940639269
"82840","M.Martin","Mike","Martin",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"82874","M.Richardson","Marcus","Richardson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82895","M.Unrein","Mitch","Unrein",2017,NA,NA,NA,NA,NA,3,"DE","MIN","away","CHI",35.3533333333333
"82916","M.Wilhelm","Matt","Wilhelm",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"82919","N.Ball","Neiron","Ball",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"82930","N.Dzubnar","Nick","Dzubnar",2017,NA,NA,NA,NA,NA,1,"LB","LAC","away","NE",33.1436073059361
"82944","N.Dzubnar","Nick","Dzubnar",2017,NA,NA,NA,NA,NA,2,"LB","WAS","away","LAC",29.4201492537313
"82958","N.Grigsby","Nicholas","Grigsby",2018,NA,NA,NA,NA,NA,2,"LB","MIA","away","NE",28.8164141414141
"82972","N.Harris","Nigel","Harris",2017,NA,NA,NA,1,NA,NA,"LB","KC","away","LAC",33.4117370892019
"82986","N.Harris","Napoleon","Harris",2017,NA,NA,NA,2,NA,NA,"LB","NYG","home","LAC",30.7976449275362
"83000","N.Harris","Nic","Harris",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"83036","N.Shepherd","Nathan","Shepherd",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"83064","N.Williams","Nigel","Williams",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"83073","O.Burks","Oren","Burks",2018,NA,NA,NA,2,NA,1,"OLB","SF","away","GB",29.7818181818182
"83115","P.Ford","Perez","Ford",2018,NA,NA,NA,NA,NA,3,"OLB","SF","home","SEA",34.7580321285141
"83126","P.Kalambayi","Peter","Kalambayi",2018,NA,NA,NA,NA,NA,1,"LB","HOU","home","MIA",32.074593495935
"83142","P.Ricard","Patrick","Ricard",2018,NA,NA,NA,NA,NA,1,"DL","CIN","home","BAL",29.0079207920792
"83144","P.Scales","Patrick","Scales",2018,NA,NA,NA,NA,NA,1,"LS","CHI","away","BUF",26.9935714285714
"83161","Q.Moses","Quentin","Moses",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"83248","R.Anderson","Rashard","Anderson",2018,NA,NA,NA,2,NA,NA,"DB","HOU","away","WAS",33.1761603375527
"83332","R.Anderson","Rashard","Anderson",2018,NA,NA,NA,NA,NA,1,"DB","NYJ","away","CLE",30.2551587301587
"83416","R.Anderson","Rashard","Anderson",2017,NA,NA,NA,NA,0,NA,"DB","SEA","home","WAS",32.1948717948718
"83500","R.Evans","Randall","Evans",2018,NA,NA,NA,NA,NA,1,"DB","JAX","home","TEN",27.2907407407407
"83507","R.Evans","Rashaan","Evans",2018,NA,NA,NA,2,0,NA,"OLB","NE","away","TEN",29.5102713178295
"83540","R.Glasgow","Ryan","Glasgow",2018,NA,NA,NA,3,NA,NA,"DT","CAR","home","CIN",32.3354901960784
"83630","R.Langford","Ryan","Langford",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"83634","R.Lovato","Rick","Lovato",2017,NA,NA,NA,NA,NA,1,"LS","PHI","home","OAK",30.6800387596899
"83652","R.Nunez-Roches","Rakeem","Nunez-Roches",2018,NA,NA,NA,NA,NA,1,"DT","NYG","home","TB",32.86
"83672","R.Ragland","Reggie","Ragland",2018,NA,NA,NA,2,NA,1,"LB","LAC","away","KC",33.8720973782772
"83693","R.Russell","Ryan","Russell",2017,NA,NA,NA,1,0,1,"DE","CAR","away","TB",31.5040196078431
"83707","R.Russell","Ryan","Russell",2017,NA,NA,NA,NA,1,1,"DE","NO","away","TB",36.9930379746835
"83742","R.Thomas","Rodney","Thomas",2017,NA,NA,NA,2,NA,NA,"LB","DAL","home","NYG",28.0102564102564
"83756","R.Thomas","Rodney","Thomas",2017,NA,NA,NA,1,NA,NA,"LB","DEN","home","NYG",31.3139175257732
"83770","R.Thomas","Rodney","Thomas",2018,NA,NA,NA,NA,NA,1,"LB","MIN","away","PHI",28.6816666666667
"83784","R.Thomas","Rodney","Thomas",2018,NA,NA,NA,1,NA,NA,"LB","NO","away","MIN",32.4732394366197
"83798","R.Thomas","Rodney","Thomas",2018,NA,NA,NA,NA,NA,2,"LB","NYJ","home","MIN",33.3912087912088
"83812","R.Thomas","Rodney","Thomas",2017,NA,NA,NA,3,NA,1,"LB","PHI","away","NYG",31.9871212121212
"83826","R.Thomas","Rodney","Thomas",2017,NA,NA,NA,NA,NA,1,"LB","SEA","away","NYG",28.3156140350877
"83854","S.Beauharnais","Steve","Beauharnais",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"83864","S.Chandler","Sean","Chandler",2018,NA,NA,NA,2,NA,NA,"DB","SF","home","NYG",35.2213058419244
"83910","S.Lutrus","Scott","Lutrus",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"83932","S.Stephen","Shamar","Stephen",2018,NA,NA,NA,1,NA,1,"DT","CAR","home","SEA",31.7915584415584
"83946","S.Stephen","Shamar","Stephen",2018,NA,NA,NA,NA,1,1,"DT","DET","home","SEA",33.1199530516432
"83960","S.Stephen","Shamar","Stephen",2018,NA,NA,NA,NA,1,1,"DT","OAK","home","SEA",28.8132420091324
"83994","T.Adams","Tyrell","Adams",2017,NA,NA,NA,1,NA,NA,"LB","OAK","away","WAS",33.7833333333333
"84016","T.Bryan","Taven","Bryan",2018,NA,NA,NA,NA,NA,2,"DT","BUF","home","JAX",32.6582304526749
"84057","T.Fede","Terrence","Fede",2017,NA,NA,NA,NA,NA,2,"DE","MIA","home","NYJ",33.3058333333333
"84100","T.Lancaster","Tyler","Lancaster",2018,NA,NA,NA,1,NA,1,"DT","ARI","away","GB",31.9253012048193
"84116","T.Manning","Travis","Manning",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"84122","T.Palepoi","Tenny","Palepoi",2017,NA,NA,NA,NA,NA,1,"DL","DEN","away","LAC",28.9497916666667
"84142","T.Stallworth","Taylor","Stallworth",2018,NA,NA,NA,NA,NA,1,"DT","WAS","away","NO",26.6308016877637
"84158","T.Tabor","Teez","Tabor",2018,NA,NA,NA,NA,NA,1,"DB","CAR","away","DET",32.1116438356164
"84240","T.Taylor","Terrance","Taylor",2017,NA,NA,NA,NA,NA,1,"DT","SF","home","TEN",29.4501851851852
"84323","U.Kamalu","Ufomba","Kamalu",2017,NA,NA,NA,NA,NA,1,"DE","BAL","home","HOU",32.0717391304348
"84344","V.Biegel","Vince","Biegel",2017,NA,NA,NA,NA,NA,1,"LB","PIT","home","GB",29.8005681818182
"84388","W.Tukuafu","Will","Tukuafu",NA,NA,NA,NA,NA,NA,NA,"DL",NA,NA,NA,NA
"84410","Z.Sanchez","Zack","Sanchez",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"84428","B.Bello","B.J.","Bello",2018,NA,NA,NA,NA,NA,1,"LB","LA","home","PHI",33.6867697594502
"84512","A.Bighill","Adam","Bighill",2017,NA,NA,NA,NA,NA,1,"LB","DET","away","NO",31.7466019417476
"84631","A.Moore","Alton","Moore",2018,NA,NA,NA,NA,NA,2,"DE","HOU","away","DEN",27.8682926829268
"84634","A.Moore","A.J.","Moore",2018,NA,NA,NA,NA,NA,2,"DB","HOU","away","DEN",27.8682926829268
"84638","A.Moore","Airius","Moore",2018,NA,NA,NA,NA,NA,2,"LB","HOU","home","IND",29.7456043956044
"84694","A.Seward","Adam","Seward",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"84813","B.Moore","Brandon","Moore",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"84858","B.Watson","Brandon","Watson",2017,NA,NA,NA,NA,NA,1,"DB","BAL","home","PIT",36.9202651515152
"84926","C.Clements","Chunky","Clements",2017,NA,NA,NA,NA,NA,1,"DT","PIT","away","HOU",28.3234234234234
"85096","C.Minnifield","Chase","Minnifield",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"85128","C.Sheffield","Cameron","Sheffield",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"85236","D.Brown","Darrick","Brown",2017,NA,NA,NA,NA,NA,1,"DB","CHI","away","MIN",32.3492117117117
"85338","D.Curry","Derek","Curry",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"85362","D.Daniels","Dominique","Daniels",2018,NA,NA,NA,NA,NA,1,"DB","SEA","away","OAK",28.2717948717949
"85394","D.Gardeck","Dennis","Gardeck",2018,NA,NA,NA,NA,NA,1,"LB","ARI","away","MIN",32.1076923076923
"85450","D.Lacey","Deon","Lacey",2017,NA,NA,NA,NA,NA,1,"LB","BUF","away","NE",30.5706896551724
"85464","D.Mason","Danny","Mason",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"85706","H.Bradley","Hunter","Bradley",2018,NA,NA,NA,NA,NA,1,"LS","GB","home","CHI",33.3825
"85761","J.Ankrah","Jason","Ankrah",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"85796","J.Calvin","Jorrick","Calvin",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"85926","J.Iyiegbuniwe","Joel","Iyiegbuniwe",2018,NA,NA,NA,NA,NA,1,"LB","NYG","home","CHI",35.8719858156028
"85940","J.Knox","Jeff","Knox",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"86174","J.Watson","Jansen","Watson",2018,NA,NA,NA,NA,NA,1,"DB","TB","away","ATL",32.5107723577236
"86209","K.Adams","Keion","Adams",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"86244","K.Crossen","Keion","Crossen",2018,NA,NA,NA,NA,NA,1,"DB","NE","away","CHI",32.2427450980392
"86465","L.Webster","Larry","Webster",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"86468","L.Young","Louis","Young",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"86811","P.Taumoepenu","Pita","Taumoepenu",2018,NA,NA,NA,NA,NA,1,"OLB","SEA","away","SF",32.8471088435374
"86965","R.Powell","Ronald","Powell",NA,NA,NA,NA,NA,NA,NA,"OLB",NA,NA,NA,NA
"87060","S.Longa","Steve","Longa",2017,NA,NA,NA,NA,NA,1,"LB","CLE","away","DET",32.5769230769231
"87196","T.Herndon","Tre","Herndon",2018,NA,NA,NA,NA,NA,3,"DB","PHI","away","JAX",30.1447916666667
"87298","T.Washington","Terrell","Washington",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"87362","W.Johnson","Will","Johnson",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"87466","W.Williams","Worrell","Williams",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"87572","G.Brown","Garrett","Brown",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"87756","M.Carter","Michael","Carter",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"87767","J.Sykes","Joe","Sykes",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"87866","J.Jefferson","Jason","Jefferson",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"87936","E.Davis","Ennis","Davis",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"87938","E.Davis","Emanuel","Davis",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"88166","J.Mosley","Jamey","Mosley",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"88376","K.Anderson","Kadarron","Anderson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"88456","W.Brown","Will","Brown",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"88482","D.Simmons","Derek","Simmons",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"88734","O.Wilson","Oren","Wilson",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"88916","R.Simpkins","Rickie","Simpkins",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"89034","B.Long","Brandon","Long",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"89464","J.Bryant","Jamarei","Bryant",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"89772","R.Barnes","Rashidi","Barnes",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"89884","J.Kelly","Jermaine","Kelly",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"90014","C.Anthony","Cornelius","Anthony",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"90070","C.Lee","Chad","Lee",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"90780","T.Henderson","Trayvon","Henderson",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"90812","M.Young","Michael","Young",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"90990","J.Sanchez","Jeff","Sanchez",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"91074","P.Hunter","Pete","Hunter",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"91214","T.Hooper","Trevor","Hooper",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"91862","M.Muncy","Matt","Muncy",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"92177","D.Miles","Durrant","Miles",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"92250","M.Hicks","Mylan","Hicks",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"92380","J.Woods","Josh","Woods",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"92940","T.Watson","Tre","Watson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"93004","T.Freeman","Trey","Freeman",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"93020","D.Vaughn","Darrick","Vaughn",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"93034","B.Lowery","B.J.","Lowery",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"93234","M.Riley","Marcus","Riley",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"93256","J.Bradley","Joe","Bradley",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"93388","T.Edwards","T.J.","Edwards",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"93902","E.Olson","Erik","Olson",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"94039","D.Maxie","Demetrious","Maxie",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"94182","R.Jordan","Randy","Jordan",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"94340","S.Elam","Shane","Elam",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"94389","J.Syptak","John","Syptak",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"94438","M.Wells","Matt","Wells",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"94466","L.Mackey","Louis","Mackey",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"94564","J.Allison","Jeff","Allison",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"94672","D.Brooks","Derrius","Brooks",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"94840","J.Cox","Jonathan","Cox",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"95022","D.Jenkins","Damon","Jenkins",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"95026","K.Grant","Karim","Grant",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"95054","B.Bailey","Boss","Bailey",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"95117","S.Pierson","Shurron","Pierson",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"95274","M.Branch","Marcelis","Branch",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"95280","C.Harden","Cedric","Harden",NA,NA,NA,NA,NA,NA,NA,"DL",NA,NA,NA,NA
"95306","N.Davis","Noor","Davis",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"95334","D.Wahlroos","Drew","Wahlroos",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"95418","C.Collins","Cameron","Collins",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"95691","J.Pittman","Jeremy","Pittman",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"95692","J.Pittman","Jamiyus","Pittman",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"95694","M.Myers","Marko","Myers",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"95720","S.Lee Hill","Sammie Lee","Hill",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"96006","C.Watson","Courtney","Watson",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96034","H.Hodges","Howard","Hodges",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96405","K.Gbaja-Biamila","Kabeer","Gbaja-Biamila",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"96434","C.Woodard","Cedric","Woodard",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"96440","W.Hunter","Wendell","Hunter",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96448","M.Savea","Manuia","Savea",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"96464","C.Black","Conroy","Black",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"96482","Z.Keasey","Zak","Keasey",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96520","E.Moreland","Earthwind","Moreland",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
"96552","A.O'Neal","Andre","O'Neal",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96566","M.Fountain","Maurice","Fountain",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96580","D.Long","David","Long",NA,NA,NA,NA,NA,NA,NA,"LB",NA,NA,NA,NA
"96601","R.Connor","Rameel","Connor",NA,NA,NA,NA,NA,NA,NA,"DE",NA,NA,NA,NA
"96602","M.Derouselle","Mike","Derouselle",NA,NA,NA,NA,NA,NA,NA,"DT",NA,NA,NA,NA
"96646","X.Crawford","Xavier","Crawford",NA,NA,NA,NA,NA,NA,NA,"DB",NA,NA,NA,NA
